symbol,direction,entry_time,exit_time,entry_price,shares,entry_value,gross_pnl,cost,net_pnl,gross_bps,cost_bps,net_bps,r_multiple,win,exit_reasons,duration_mins,atr_at_entry,candle_size,pullback_depth_pct,pullback_type
TATASTEEL,SHORT,2024-12-18 12:30:00+05:30,2024-12-18 15:10:00+05:30,144.22785000000002,153,22066.861050000003,-63.40855499999526,45.541703969379896,-108.95025896937516,-28.734741591167655,20.638052628413995,-49.37279421958165,-2.0812310269715635,0,Stop_Loss,160.0,0.27642857142857175,0.2699999999999818,5.7412235101208174e-05,zone
ITC,SHORT,2024-12-18 12:30:00+05:30,2024-12-18 12:35:00+05:30,469.215275,27,12668.812425,-26.181899999998166,26.136551951415,-52.31845195141317,-20.666420120272768,20.630625093034325,-41.29704521330709,-2.637341104011724,0,Stop_Loss,5.0,0.625,0.5,0.00037652351803966794,zone
M&M,SHORT,2024-12-18 12:35:00+05:30,2024-12-18 12:50:00+05:30,3040.4790000000003,17,51688.143000000004,-124.8505499999983,106.652467745199,-231.5030177451973,-24.154582222077178,20.633836225301998,-44.78841844737917,-2.3394304369089682,0,Stop_Loss,15.0,4.457142857142799,4.300000000000182,0.0007059770504867933,zone
COALINDIA,SHORT,2024-12-18 12:35:00+05:30,2024-12-18 13:05:00+05:30,396.2018,55,21791.099,-65.82399999999978,44.97553787276,-110.79953787275979,-30.206828944239934,20.63940780258949,-50.84623674682942,-2.0181697577960347,0,Stop_Loss,30.0,0.7249999999999984,0.8000000000000114,0.0009153880600088637,zone
MARUTI,SHORT,2024-12-18 12:35:00+05:30,2024-12-18 13:00:00+05:30,11011.4915,6,66068.949,-131.53469999998924,136.29976313496599,-267.83446313495523,-19.908701741265666,20.629927552648976,-40.53862929391464,-2.720484943118532,0,Stop_Loss,25.0,14.610714285714494,10.899999999999636,0.00011788839858546503,zone
BRITANNIA,SHORT,2024-12-18 12:35:00+05:30,2024-12-18 14:00:00+05:30,4767.615000000001,3,14302.845000000001,-58.131899999997586,29.533967064702004,-87.6658670646996,-40.64359223636807,20.64901567814096,-61.292607914509034,-1.720456619854799,0,Stop_Loss,85.0,8.014285714285831,14.600000000000364,0.00041548689042600594,zone
ITC,SHORT,2024-12-18 12:40:00+05:30,2024-12-18 13:05:00+05:30,467.86595000000005,10,4678.659500000001,-26.191749999999274,9.667577416235002,-35.85932741623428,-55.98131259605293,20.663135276749678,-76.64444787280262,-1.504134872013385,0,Stop_Loss,25.0,0.7535714285714253,2.1499999999999773,0.0017849262898862726,zone
BAJAJFINSV,SHORT,2024-12-18 12:40:00+05:30,2024-12-18 13:05:00+05:30,1625.536825,9,14629.831424999998,-52.45604999999978,30.202713330461997,-82.65876333046177,-35.85553959997169,20.64460789264494,-56.500147492616634,-1.8320339977594815,0,Stop_Loss,25.0,3.3464285714285813,4.2000000000000455,4.3044153593078993e-05,zone
BHARTIARTL,SHORT,2024-12-18 12:40:00+05:30,2024-12-18 13:00:00+05:30,1597.201,15,23958.015,-74.99550000000113,49.45034155479,-124.44584155479113,-31.30288548529631,20.640416810320055,-51.94330229561637,-1.975801247198366,0,Stop_Loss,20.0,2.107142857142873,3.400000000000091,0.00012600659172390565,zone
JSWSTEEL,SHORT,2024-12-18 12:40:00+05:30,2024-12-18 12:45:00+05:30,948.1257,28,26547.5196,-90.99299999999539,54.80245183467599,-145.79545183467138,-34.27551853092723,20.6431533568492,-54.918671887776426,-1.8768627843661374,0,Stop_Loss,5.0,3.742857142857133,2.2999999999999545,0.00213920022371732,zone
HEROMOTOCO,SHORT,2024-12-18 12:40:00+05:30,2024-12-18 13:00:00+05:30,4394.10185,6,26364.611100000002,-98.7139500000012,54.432555902966996,-153.14650590296822,-37.4418380857517,20.646068207304978,-58.087906293056676,-1.791419773829871,0,Stop_Loss,20.0,9.103571428571415,12.050000000000182,0.00024667819110082067,zone
JSWSTEEL,SHORT,2024-12-18 12:50:00+05:30,2024-12-18 13:00:00+05:30,943.62795,9,8492.65155,-77.38132499999926,17.575949368966498,-94.95727436896576,-91.11562454248963,20.69547922164132,-111.81110376413095,-1.2990326657947795,0,Stop_Loss,10.0,4.0821428571428475,7.649999999999977,0.0035513552541071958,zone
ICICIBANK,LONG,2024-12-18 13:05:00+05:30,2024-12-18 13:30:00+05:30,1317.55845,6,7905.3507,-27.391649999999572,16.262950280654998,-43.65460028065457,-34.6495064412507,20.572079465943233,-55.22158590719393,-1.8615478548894344,0,Stop_Loss,25.0,2.3071428571428703,3.25,0.0009354593017728118,zone
TITAN,SHORT,2024-12-18 13:05:00+05:30,2024-12-18 13:10:00+05:30,3402.79775,8,27222.382,-71.25799999999799,56.17528357276,-127.433283572758,-26.176254524676786,20.635697336390326,-46.811951861067115,-2.211692241534957,0,Stop_Loss,5.0,5.439285714285688,5.5,0.001142214374231595,zone
ONGC,SHORT,2024-12-18 13:05:00+05:30,2024-12-18 13:10:00+05:30,244.17785000000003,74,18069.160900000003,-51.3948499999957,37.290744751657,-88.6855947516527,-28.44340713131604,20.63778443173695,-49.08119156305298,-2.094649974885109,0,Stop_Loss,5.0,0.4642857142857143,0.44999999999998863,0.0009300505470395305,zone
MARUTI,SHORT,2024-12-18 13:05:00+05:30,2024-12-18 15:15:00+05:30,11008.093200000001,6,66048.5592,-2.749949999986711,136.139179829643,-138.88912982962972,-0.41635276125549625,20.611983286024962,-21.028336047280455,-1.1233276542179655,0,EOD_Squareoff,130.0,15.892857142857013,15.100000000000364,0.0012650611824826803,zone
