component,top_bps,univ_bps,edge_bps,t,t_overlap,hit,n_windows
ret1,100.41926978813298,91.08857534543232,9.330694442700647,0.07819467772394327,1.5151818586382189,54.07244414353419,296
ret5,110.7702475936059,91.08857534543232,19.68167224817359,1.8680541175284113,2.9798393825771465,54.92213947190251,296
dist_ma20,101.24000677196712,91.08857534543232,10.151431426534774,1.9741794395378325,1.4948520994752443,54.93568043331077,296
clv,95.22505774894839,91.08857534543232,4.136482403516063,0.3714544512117337,0.7604682438282399,55.3103136989393,296
updays5,114.39828319148538,91.41456779488173,22.98371539660366,2.964360463869227,4.063741901850929,56.42789884315308,295
high_prox,112.59069459791576,91.08857534543232,21.50211925248343,1.44488732388791,2.9693955215149472,54.685172647257964,296
