leg,top5_bps,universe_bps,edge_bps,edge_t
overnight close(D)->open(D+1),27.99152936017681,15.61213089160735,12.379398468569459,16.154513420081848
session   open(D+1)->close(D+1),-16.662128516121175,-7.5379775526382895,-9.124150963482883,-5.087876803065697
full day  close(D)->close(D+1),11.171342802501455,7.954844114720698,3.216498687780757,1.6600936065911256
2 days    close(D)->close(D+2),20.158860331685748,15.81178901539324,4.347071316292508,0.9847277910580011
5 days    close(D)->close(D+5),45.34768073201401,39.52915611334637,5.818524618667634,0.3220107672961627
