atr_quintile,overnight_bps,session_bps,fullday_bps
1,9.242840378134002,-2.30289496865274,6.848169838528917
2,12.825242749667508,-5.1116034143181865,7.647215361288451
3,13.937320839878865,-7.319375497960656,6.501675783823434
4,16.22046217950173,-7.400909875500605,8.642333148202646
5,20.687434005071108,-7.549062721001734,12.98420836477944
