target,oos_ic,ic_t,oos_r2,top5_bps,top5_t,top5_hit,universe_bps,universe_hit,edge_bps,edge_t
cc,0.03162016048869368,8.131656773828029,-0.0014302538235488882,12.578374833754733,4.2038395288301995,52.65323257766582,7.954844114720698,51.02344280915716,4.623530719034036,2.6877797845244036
oc,0.042522073082271246,11.460268336557997,-0.000859502717884153,-0.6461378186974982,-0.2969883198640582,47.64063811922753,-7.5379775526382895,46.037354211180634,6.891839733940792,4.994437197324709
co,0.1613405203025076,42.697710353496554,-0.02330267664064012,27.99152936017681,16.88862563202037,69.53820319059614,15.61213089160735,63.168825596032164,12.379398468569457,16.154513420081848
