hold_days,top5_bps,universe_bps,edge_bps,t_overlapping,t_non_overlapping,edge_bps_per_day
1,12.578374833754733,7.954844114720698,4.623530719034036,2.6877797845244036,2.6877797845244036,4.623530719034036
2,25.18460094671234,15.81178901539324,9.3728119313191,3.713367466094734,2.631836207374142,4.68640596565955
3,35.94416590750457,23.67459754951898,12.269568357985598,3.9727862051181844,1.9121514514769828,4.089856119328533
5,53.80678485010493,39.52915611334637,14.277628736758558,3.7696127404002375,1.4991407482671066,2.8555257473517117
10,109.27076486784289,78.94416418983825,30.326600678004635,5.7692474852044,0.9490405892049094,3.0326600678004634
20,219.74914425335186,157.10795154229936,62.64119271105247,8.444558732306987,1.119119231967055,3.1320596355526233
40,411.3108038643202,313.68251712180233,97.62828674251799,8.915549179447888,1.2266899745374855,2.4407071685629496
