ret1,ret5,ret20,ret60skip5,dist_ma20,dist_ma50,dist_ma200,rsi14,updays5,high_prox,low_prox,clv,vol_ratio,turnover,atr_pct,tr_ratio,gap_today,year,n_train
-9.172845250439048e-05,-0.0010229744793713365,-0.0017661371949079972,-0.0001097919102137964,-0.00042728583244230363,0.0009372325896100736,-0.0005996937366152082,0.0005196923441130809,-0.0002729624442327497,0.0008450599329176791,0.000213747633805081,-3.791141152666329e-06,0.0012147834995290495,-0.0007245106183630196,0.0008688964979071832,-0.0006606870529624204,0.0003815817052525007,2015,24485
0.00026484470590475563,-0.0016936219960397001,-0.0016888063096983682,-0.0002201824006024676,0.00023708914820624123,0.0005540070753418261,-8.390466214395044e-06,0.0001575698859758962,-0.00032458624136920053,0.0007315855530910968,-1.1944202387492513e-05,-0.0003181828428965251,0.0008529287787324064,-0.0009534632057452491,0.0005029944198787566,-0.0006452750881343939,0.0005224851257571487,2016,35258
-0.0001009314295201998,-0.0012903838368461815,-0.001688278856975249,0.00015393415233232839,0.0002572316122241966,0.0007391691225984481,-0.0002237235869505733,-0.0002895126612440483,-0.0003925160203857367,0.0005882612148989264,0.0002649013587280304,-0.0002457245319159761,0.0005126747416953127,-0.0008588633305070907,0.00041693827500110457,-0.0006709608223575199,0.000607411836766043,2017,46066
-0.00019007155946293235,-0.0012199517909754374,-0.0015206683858888632,-1.2894751075201362e-05,0.00046025419983129713,0.000233195057294627,0.00023646238759105517,-0.00026670357856917187,-0.00038756712147102433,0.0005044769344766365,0.00026933924466640075,3.89997900145198e-06,0.0004280039743962348,-0.000857646094382932,0.0006137706403094008,-0.0006349231300293575,0.0005982439042455362,2018,57387
-0.00015471727420747272,-0.0013424944739919337,-0.0013258354249419133,-1.4836601477617236e-05,0.0007355202334595288,0.0002616695011548263,0.00021388531693250482,-0.00011672630666946472,-0.0005023804344657953,0.00038874796921696043,-1.2539020957825912e-05,-0.00017698592158733363,0.0005204850416952823,-0.0007436127142770507,0.0004215766187671563,-0.0008056937281196681,0.000393360491092314,2019,68676
-9.299210574551356e-05,-0.0013748480047349985,-0.0013782111680017838,-0.00012067889536901629,0.0007489914414047618,7.146448698538673e-05,0.000369425214315647,-7.658762493969356e-05,-0.0004178240740978117,0.0005924370760724568,-5.774613451159106e-05,-0.0005298552123120027,0.0006018492587011462,-0.0006070088296012837,0.0006030332606984733,-0.0005220624115583303,0.0004615082905521699,2020,80198
0.0003875085811586238,-0.0009441428711243813,-0.0008897894255044327,6.702611109387536e-05,0.000777993192108062,0.0006705419680996935,0.00012796553316422773,-0.00110326048488736,-0.00045940712074574045,0.0007131469277235724,-0.00012862660040899017,-0.0010088112090135333,0.0009102916186492377,-0.000767003985666303,0.0005949578656283305,-0.0007016198435897307,0.00034022861522646833,2021,91950
0.0006216824033625977,-0.0007922534006633375,-0.0005454064811570639,-2.2743492720476448e-05,0.0003788207296864678,2.8166152554238462e-05,0.00041939305788388426,-0.0008029075330970108,-0.00047411460145027964,0.001051655345704911,-1.331162328476875e-05,-0.0011725231689625455,0.0008882678631397616,-0.0006987175106711275,0.0008622725215375402,-0.0006810883957413327,0.00020696002091335537,2022,103729
0.0006769636750544493,-0.0006414877646574931,-0.0003120141390874104,-5.3499872157586064e-05,-5.496382453157447e-05,0.00016319348075523156,0.00029772733242200465,-0.0008904328892138524,-0.00047554288148583655,0.0010724220427634455,0.0001664190428087283,-0.00118530477100093,0.000928611432297738,-0.0007228147084113621,0.0007783638803916674,-0.0006989872873496822,0.00017519342379757944,2023,115581
0.0007632043766233606,-0.0005208589801302063,-0.0001012544336978962,-0.00020740266338806915,-0.0001273159272104641,0.0002170433652305561,0.0002342260419268534,-0.0008715604565600764,-0.0006030791220423301,0.001027402856464119,6.150835423453997e-05,-0.0012381050914272215,0.0008756431778156361,-0.0007679485532894643,0.0007659491937878698,-0.0006395432031709276,7.260368134463002e-05,2024,127189
