datetime,open,high,low,close,volume
2011-08-24 00:00:00+05:30,434.01,437.44,428.64,431.99,240291
2011-08-25 00:00:00+05:30,428.86,437.44,427.54,433.31,333316
2011-08-26 00:00:00+05:30,432.56,436.44,417.6,424.44,246778
2011-08-29 00:00:00+05:30,425.06,434.6,424.06,431.27,307195
2011-08-30 00:00:00+05:30,432.54,444.94,429.53,440.2,191977
2011-09-02 00:00:00+05:30,446.19,447.43,430.08,432.59,243913
2011-09-05 00:00:00+05:30,433.01,433.01,425.33,431.6,390537
2011-09-06 00:00:00+05:30,431.02,432.37,424.61,426.18,317912
2011-09-07 00:00:00+05:30,429.98,433.71,426.55,430.8,290149
2011-09-08 00:00:00+05:30,433.04,437.96,431.52,433.16,173308
2011-09-09 00:00:00+05:30,432.02,433.58,421.63,423.89,200805
2011-09-12 00:00:00+05:30,420.83,422.03,415.12,417.92,252470
2011-09-13 00:00:00+05:30,418.15,428.96,413.62,422.0,258183
2011-09-14 00:00:00+05:30,425.53,425.53,415.12,421.23,188811
2011-09-15 00:00:00+05:30,425.31,427.54,420.09,424.19,210118
2011-09-16 00:00:00+05:30,421.58,433.46,421.58,432.39,657457
2011-09-19 00:00:00+05:30,427.54,428.34,423.57,426.8,146863
2011-09-20 00:00:00+05:30,425.31,437.39,423.67,435.6,145815
2011-09-21 00:00:00+05:30,435.6,447.43,433.16,446.39,222662
2011-09-22 00:00:00+05:30,434.18,438.98,420.58,424.64,318550
2011-09-23 00:00:00+05:30,425.56,428.74,418.64,425.23,415886
2011-09-26 00:00:00+05:30,425.23,426.55,414.12,420.36,249916
2011-09-27 00:00:00+05:30,421.08,427.54,421.08,425.11,150290
2011-09-28 00:00:00+05:30,431.02,431.02,403.88,414.32,366200
2011-09-29 00:00:00+05:30,416.46,430.03,407.66,427.52,329832
2011-09-30 00:00:00+05:30,424.56,425.41,409.62,416.48,618195
2011-10-03 00:00:00+05:30,411.46,414.59,404.18,410.91,343345
2011-10-04 00:00:00+05:30,407.68,417.05,405.3,413.1,257076
2011-10-05 00:00:00+05:30,410.89,416.51,405.99,410.99,201861
2011-10-07 00:00:00+05:30,415.12,425.9,415.12,416.03,392138
2011-10-10 00:00:00+05:30,416.03,422.52,410.19,411.78,326266
2011-10-11 00:00:00+05:30,416.51,422.57,412.16,413.0,387131
2011-10-12 00:00:00+05:30,418.45,447.43,417.23,420.91,235026
2011-10-13 00:00:00+05:30,421.63,422.95,411.29,416.11,229404
2011-10-14 00:00:00+05:30,419.42,424.91,415.61,419.99,183846
2011-10-17 00:00:00+05:30,418.1,421.43,409.65,410.24,179974
2011-10-18 00:00:00+05:30,404.18,408.38,399.75,405.57,311177
2011-10-19 00:00:00+05:30,408.16,415.04,404.18,414.02,379514
2011-10-20 00:00:00+05:30,410.14,412.51,400.7,403.21,278770
2011-10-21 00:00:00+05:30,406.59,410.14,403.18,409.0,187944
2011-10-24 00:00:00+05:30,415.12,417.55,404.68,406.22,512966
2011-10-25 00:00:00+05:30,411.64,421.08,406.17,417.15,426424
2011-10-26 00:00:00+05:30,419.59,421.58,415.61,416.98,28101
2011-10-28 00:00:00+05:30,422.55,436.19,421.55,423.49,262934
2011-10-31 00:00:00+05:30,424.04,433.66,423.84,425.01,302480
2011-11-01 00:00:00+05:30,425.06,430.03,416.63,419.91,173390
2011-11-02 00:00:00+05:30,417.6,426.05,417.1,423.91,128458
2011-11-03 00:00:00+05:30,420.66,427.54,416.16,425.36,256551
2011-11-04 00:00:00+05:30,425.06,432.02,425.06,428.51,234003
2011-11-08 00:00:00+05:30,427.05,429.86,419.76,422.95,165509
2011-11-09 00:00:00+05:30,423.34,425.03,411.14,412.78,276715
2011-11-11 00:00:00+05:30,410.14,414.99,408.16,412.31,240409
