window,selected,selected_pct,baseline_pct,benchmark_pct,sel_minus_base
2015-08-24 -> 2016-08-24,DAILY + rank buffer 10,24.61135623138464,14.452201885615622,19.324677001982906,10.159154345769018
2016-08-24 -> 2017-08-24,DAILY + rank buffer 10,18.91493717853119,26.95573527293076,18.007819011543557,-8.04079809439957
2017-08-24 -> 2018-08-24,top 30,21.61894361705521,27.619505414395995,14.484426519242799,-6.0005617973407865
2018-08-24 -> 2019-08-24,DAILY + rank buffer 20,-17.97224279272218,-13.260664446546844,-11.450918785178821,-4.711578346175337
2019-08-24 -> 2020-08-24,rank buffer 10,28.67367893968389,31.30752065194031,25.533161911112767,-2.633841712256423
2020-08-24 -> 2021-08-24,6-1 momentum,140.1582991928624,126.31338853788657,70.78617893942305,13.84491065497582
2021-08-24 -> 2022-08-24,6-1 momentum,26.246222553329403,44.81219452180063,10.127415072217971,-18.565971968471224
2022-08-24 -> 2023-08-24,6-1 momentum,5.443263520379338,24.66713580716111,20.2655229096353,-19.22387228678177
2023-08-24 -> 2024-08-21,WEEKLY + rank buffer 10,89.39235611142904,84.89162610718024,47.07130948063052,4.500730004248794
