window,momentum_pct,benchmark_pct,edge_pct,sharpe,max_dd_pct
2015-08-24 -> 2016-08-24,14.452201885615622,19.324677001982906,-4.8724751163672835,0.9279954731166187,-20.610762802328065
2016-08-24 -> 2017-08-24,26.95573527293076,18.007819011543557,8.947916261387203,1.35313933529669,-16.94978031532619
2017-08-24 -> 2018-08-24,27.619505414395995,14.484426519242799,13.135078895153196,1.5441258760546377,-13.022742533118203
2018-08-24 -> 2019-08-24,-13.260664446546844,-11.450918785178821,-1.809745661368023,-0.8590033055831789,-18.718895548593228
2019-08-24 -> 2020-08-24,31.30752065194031,25.533161911112767,5.7743587408275445,1.135256245632013,-37.463663583608266
2020-08-24 -> 2021-08-24,126.31338853788657,70.78617893942305,55.527209598463514,4.11128255136847,-9.554840285528133
2021-08-24 -> 2022-08-24,44.81219452180063,10.127415072217971,34.684779449582656,1.694084273048371,-22.460966764221414
2022-08-24 -> 2023-08-24,24.66713580716111,20.2655229096353,4.401612897525808,1.5079927468666074,-12.65735156291945
2023-08-24 -> 2024-08-21,84.89162610718024,47.07130948063052,37.820316626549726,2.345804022151401,-14.253821753134355
