target,oos_ic,ic_t,oos_r2,top5_bps,top5_t,top5_hit,universe_bps,universe_hit,edge_bps,edge_t
cc,0.024781195009095477,9.397859377849295,-0.0013620737167761021,20.21731474853926,6.195126673625387,51.5952980688497,8.562412062833772,50.50026275535136,11.654902685705485,5.233039855189978
oc,0.04952496874330271,19.60646906008766,-0.0013316922021393562,1.6341849139295168,0.6406251893153024,48.13602015113349,-10.165550837379854,45.23228494054628,11.799735751309372,6.652136467601029
co,0.1624263279841484,61.41877810612639,-0.031237586228964664,39.811410671431716,23.120306243918805,71.46095717884131,18.957644152712994,64.46401961765243,20.853766518718718,20.052187515004185
