feature,decile,bps,t,hit_pct,name_days
dist_ma20,9,5.860106197173184,2.699693536874635,49.02431942206291,42598
dist_ma20,10,5.2252944240207135,2.124243846883573,48.24598165324319,44097
dist_ma50,1,11.251796376640861,3.9305464126952923,51.53974413141263,41434
dist_ma50,2,10.896564165107986,4.554103419004996,51.41978087966355,42824
dist_ma50,3,10.308038472303016,4.537371786159005,51.35220568540597,42614
dist_ma50,4,9.399789914042033,4.438104200528918,50.894779450801664,42887
dist_ma50,5,10.199411701156352,4.9681724265990255,51.03158793833461,43218
dist_ma50,6,9.203914492949199,4.392199198409136,50.52226742298645,42282
dist_ma50,7,8.584318625930932,4.049621443459293,50.42616562431771,42661
dist_ma50,8,7.045318375731027,3.335148469557077,49.912770011469235,42840
dist_ma50,9,7.301355555132693,3.3909702380920765,49.65304923388966,42598
dist_ma50,10,6.733355433436848,2.7314012647154793,48.59358794061458,44097
dist_ma200,1,10.028445689094724,3.4104768463138915,50.725673214146894,41434
dist_ma200,2,7.993241715170902,3.409253198563409,50.9162389727191,42824
dist_ma200,3,7.515358510629348,3.420207579990394,50.526288804170875,42614
dist_ma200,4,9.02329451474818,4.341037110104614,50.63156302274153,42887
dist_ma200,5,7.686796334291475,3.682044871947947,50.579109152194235,43218
dist_ma200,6,8.82209165827539,4.317919096061571,50.573133412264426,42282
dist_ma200,7,7.834854322186774,3.7143685549086163,50.311577218299085,42661
dist_ma200,8,10.693051966147028,4.979042719532171,50.58348993133549,42840
dist_ma200,9,10.35710815849647,4.55746120799884,50.472864611955195,42598
dist_ma200,10,10.720817834643366,4.308967808862566,49.93484863438361,44097
rsi14,1,10.830077053472676,4.324559476064527,51.77875028306145,41434
rsi14,2,11.119850587757144,4.797672365425644,51.505444149659596,42824
rsi14,3,10.732461720083586,4.693795573993343,51.21873107093039,42614
rsi14,4,11.297397007510044,4.9764453026438815,51.56224702980276,42887
rsi14,5,10.784973939431495,4.806397630663553,50.86944253339469,43218
rsi14,6,8.497070769862761,3.8005660349261636,50.37875830651461,42282
rsi14,7,9.16225573130815,4.173558796710375,50.62824533158733,42661
rsi14,8,6.8896279818428665,3.2069712892044766,49.59555012307536,42840
rsi14,9,7.665954712229575,3.5395728657354812,49.54157511724183,42598
rsi14,10,4.027873124486633,1.8483499929646832,48.318469185713184,44097
updays5,1,18.65457267593606,7.521474101723554,52.48564043699996,33608
updays5,2,10.519950198952197,3.5042176180129148,50.98555934432124,40753
updays5,3,10.957579386541411,3.312729046037908,50.9347443508365,44931
updays5,4,13.970936295274827,3.5587478498100187,52.03114888377208,46787
updays5,5,5.024952745909981,1.223541733459626,49.631979845151406,45667
updays5,6,11.704089223079968,3.264927612091558,51.191290213552264,46857
updays5,7,4.0215283119300445,1.1372519484712567,49.35353723433748,46360
updays5,8,4.802721622996678,1.279250344168794,49.89275249209918,44141
updays5,9,5.325592085067963,1.8867145071722808,49.158928869955645,43014
updays5,10,5.908852197864022,2.4977930642467814,48.539401295898266,35337
high_prox,1,13.159107084854664,4.543892678175552,51.60787545719116,41434
high_prox,2,11.647562297127028,4.545613368915463,51.45171657325424,42824
