leg,top5_bps,universe_bps,edge_bps,edge_t
overnight close(D)->open(D+1),39.811410671431716,18.957644152712994,20.853766518718725,20.052187515004185
session   open(D+1)->close(D+1),-27.188663888309186,-10.165550837379854,-17.023113050929336,-7.006171818080015
full day  close(D)->close(D+1),12.134179688927949,8.562412062833772,3.5717676260941777,1.3943211115775638
2 days    close(D)->close(D+2),20.4889519415565,17.108547051402358,3.3804048901541437,0.3884551901979426
5 days    close(D)->close(D+5),59.25580364421674,42.734094586020866,16.521709058195878,2.877462668626399
