segment,days,bps,hit_pct,t,t_nonoverlap
overnight  (prev close -> open),3114,14.608595426139896,70.48811817597945,15.861067321825585,15.861067321825585
intraday   (open -> close),3114,-6.183758276925569,48.522800256904304,-3.9820314628174835,-3.9820314628174835
full day   (close -> close),3114,8.281301415078284,56.58317276814386,4.699652415983469,4.699652415983469
